No.,Description,Quantity, Unit Price ,Item Category Code,Product Model
DOSL-33,DAYLIFF SUNLITE L20Q SOLAR LANTERN C/W MOSQUITO PR,0,1000,DAYLIFF,LIGHTING
SUNFLO B500/2,DAYLIFF SUNFLO-B 500C1 SOLAR PUMP W/O CONTROLLER,1,1000,DAYLIFF,SOLAR PUMP
NSP-1K-02,TILE ROOF HOOK CERAMIC/ROMAN TILE S/S 3MM,79,1000,DAYLIFF,SUPPORT ST
DSI150/1,SOLAR HOT WATER HEATER FLUID 20L,343,950,DAYLIFF,SHW
ECR-1B,10MM2X2 SOLAR PV CABLE,0,910,CABLE,PV CABLE
HPW150-02,CONTROLLER HPW150,2,800,SUNRAIN,HEATING
HPW150-01,PCB HPW150,16,730,SUNRAIN,HEATING
HPW300-01,PCB HPW300,3,730,SUNRAIN,HEATING
HPW300-02,CONTROLLER HPW300,0,730,SUNRAIN,HEATING
DSD150/1,"STRAIGHT COUPLER ADAPTOR 22MM* 3/4""",13,720,SUNRAIN,ACCESSORY
DSD150/5,COUPLING 22MM x 22MM,21,720,SUNRAIN,ACCESSORY
DSD150/6,VACUUM RELEASE VALVE,13,720,SUNRAIN,ACCESSORY
SCF-1F,TWIN FLAT 10MM CABLE WITH EARTH,1039,650,CABLE,TWIN WITHO
DSD150/2,ELBOW 90° 22MM x 22MM,103,630,SUNRAIN,ACCESSORY
SCF-1E,TWIN FLAT 6MM CABLE WITH EARTH,4927,430,CABLE,TWIN WITHO
ND-60/1,NANDE 60W SOLAR CHARGE CONTROLLER,1,420,DAYLIFF,LIGHTING
NSP-NAL-BA2-2,LEG BASE KIT 100MM,7,420,DAYLIFF,SUPPORT ST
DSD150/4,END CAP 22MM,0,400,SUNRAIN,ACCESSORY
SCF-1D,TWIN FLAT 4MM CABLE WITH EARTH,456,330,CABLE,TWIN WITHO
YSM-010/2,MC4 SINGLE MALE/FEMALE PV CONNECTOR SET,62,320,TOPRAY,PV MODULE
ECR-01A,6MM2X1 SOLAR PV CABLE RED,9363,310,CABLE,PV CABLE
ECR-01B,6MM2X1 SOLAR PV CABLE BLACK,9649,310,CABLE,PV CABLE
ECR-1C,2.5MM2X2 SOLAR PV CABLE,0,250,CABLE,PV CABLE
SCF-1C,TWIN FLAT 2.5MM CABLE WITH EARTH,1884,220,CABLE,TWIN WITHO
SUNFLO300-01,PRESS TOOL SUNFLO-S 300,5,200,DAYLIFF,SOLAR PART
DH150/2,HEAT TRANSFER PASTE UVR,5,200,ZMISC.,SUNRAIN
CH-06C,SOLAR BATTERY ACID 1LTR,251,120,DAYLIFF,COMPONENT
SCF-1A,TWIN FLAT 1.5MM CABLE WITH EARTH,878,120,CABLE,TWIN WITHO
DSD150/9,COLLECTOR GASKET ,0,100,SUNRAIN,ACCESSORY
SPSTR-000021,16No.160W 4.5M MILD STEEL SOLAR STRUCTURE,0,100,DAYLIFF,SOLAR FAB
SPSTR-000034,9No. 200W 3M MILD STEEL SOLAR STRUCTURE,0,99,DAYLIFF,SOLAR FAB
SPSTR-000040,8NO.280W 4.5M MILD STEEL SOLAR STRUCTURE,0,95,DAYLIFF,SOLAR FAB
SPSTR-000006,8NO. 200W 3M GROUND MOUNT MILD STEEL STRUCTURE,0,90,DAYLIFF,SOLAR FAB
SPSTR-000033,9No. 200W 3M GROUND MOUNT MILD STEEL SOLAR  STRUCTURE,0,90,DAYLIFF,SOLAR FAB
GVST200-03A,200W (2-5NO) GALV.STEEL 3M GROUND MOUNT STRUCTURE/WATT,0,81,DAYLIFF,SOLAR FAB
SPSTR-000009,16NO.200W 3M GROUND MOUNT MILD STEEL STRUCTURE,0,80,DAYLIFF,SOLAR FAB
SPSTR-000011,8NO. 335W MILD STEEL STRUCTURE ,0,80,DAYLIFF,SOLAR FAB
SPSTR-000013,19NO. 200W MILD STEEL STRUCTURE,0,80,DAYLIFF,SOLAR FAB
SPSTR-000043,8NO.280W 3M MILD STEEL SOLAR STRUCTURE,0,80,DAYLIFF,SOLAR FAB
SPSTR-000047,10NO.280W 3M MILD STEEL SOLAR STRUCTURE,0,80,DAYLIFF,SOLAR FAB
MSST-5742,MS GROUND MOUNT STRUCTRE/WATT (>20NO.& <195W),0,75,DAYLIFF,SOLAR FAB
SPSTR-000022,18No.200W MILD STEEL SOLAR STRUCTURE,0,75,DAYLIFF,SOLAR FAB
SPSTR-000010,22NO.280W 3M GROUND MOUNT MILD STEEL STRUCTURE,0,60,DAYLIFF,SOLAR FAB
SPSTR-000014,18NO.335W 3M GROUND MOUNT MILD STEEL STRUCTURE,0,60,DAYLIFF,SOLAR FAB
GVST280-03A,280W (2-5NO) GALV.STEEL 3M GROUND MOUNT STRUCTURE/WATT,0,59,DAYLIFF,SOLAR FAB
SPSTR-000032,18NO.200W 5M GROUND MOUNT MILD STEEL STRUCTURE,0,56,DAYLIFF,SOLAR FAB
SPSTR-000008,20NO. 280W MILD STEEL STRUCTURE,0,54,DAYLIFF,SOLAR FAB
SPSTR-000020,18No.280W 4.5M MILD STEEL SOLAR STRUCTURE,0,53,DAYLIFF,SOLAR FAB
SPSTR-000035,22NO. 410W 3M GROUND MOUNT MILD STEEL STRUCTURE,0,52,DAYLIFF,SOLAR FAB
MSST-4031,"MS GROUND MOUNT STRUCTURE/WATT (>16NO,195W)",0,50,DAYLIFF,SOLAR FAB
SUNFLO300-02,RUBBER SEALS SUNFLO-S 300,50,50,DAYLIFF,SOLAR PART
GVST335-03A,335W/410W (2-5NO) GALV.STEEL 3M GROUND MOUNT STRUCTURE/WATT,0,49,DAYLIFF,SOLAR FAB
ALST-4030,GALV.STEEL GROUND MOUNT 3M STRUCTURE/WATT >10no.(<410W),0,47,DAYLIFF,SOLAR FAB
GVST200-03B,200W (6-25NO) GALV.STEEL 3M GROUND MOUNT STRUCTURE/WATT,0,47,DAYLIFF,SOLAR FAB
SPSTR-000007,36NO. 200W 3M GROUND MOUNT MILD STEEL STRUCTURE,0,46,DAYLIFF,SOLAR FAB
SPSTR-000016,34NO.545W MILD STEEL SOLAR STRUCTURE,0,46,DAYLIFF,SOLAR FAB
GVST200-01A,200W (2-5NO) GALV.STEEL 1M GROUND MOUNT STRUCTURE/WATT,0,45,DAYLIFF,SOLAR FAB
SPSTR-000025,30No.280W 3M MILD STEEL SOLAR STRUCTURE,0,45,DAYLIFF,SOLAR FAB
SPSTR-000044,3NO.125W SP FLAT ROOF GALVANIZED STRUCTURE,0,45,DAYLIFF,SOLAR FAB
GVST200-03C,200W (26-40NO) GALV.STEEL 3M GROUND MOUNT STRUCTURE/WATT,0,40,DAYLIFF,SOLAR FAB
NSP-IC-NF-40,INNER CLAMP KIT 40MM,54,40,DAYLIFF,SUPPORT ST
SPSTR-000052,2NO.285W 1M MILD STEEL SOLAR STRUCTURE,0,36,DAYLIFF,SOLAR FAB
SPSTR-000002,MILD STEEL STRUCTURE(36NO. 275W),0,35,DAYLIFF,SOLAR FAB
GVST280-01A,280W (2-5NO) GALV.STEEL 1M GROUND MOUNT STRUCTURE/WATT,0,33,DAYLIFF,SOLAR FAB
SPSTR-000015,36NO.335W MILD STEEL SOLAR STRUCTURE ,0,33,DAYLIFF,SOLAR FAB
GVST280-03B,280W (6-25NO) GALV.STEEL 3M GROUND MOUNT STRUCTURE/WATT,0,32,DAYLIFF,SOLAR FAB
GVST545-03A,545W (2-5NO) GALV.STEEL 3M GROUND MOUNT STRUCTURE/WATT,0,32,DAYLIFF,SOLAR FAB
SPSTR-000018,174NO.380W 1M GROUND MOUNT MILD STEEL STRUCTURE,0,32,DAYLIFF,SOLAR FAB
SPSTR-000057,2NO. 545W GROUND MOUNT STRUCTURE ,0,31,DAYLIFF,SOLAR FAB
SPSTR-000005,CARPORT 18NO. 335W | YSM -300,0,31,DAYLIFF,SOLAR FAB
GVST200-00A,200W (2-5NO) GALV.STEEL ROOF MOUNT STRUCTURE/WATT ,0,30,DAYLIFF,SOLAR FAB
SPSTR-000019,4NO.335W SP FLAT ROOF GALVANIZED STRUCTURE,0,30,DAYLIFF,SOLAR FAB
SPSTR-000045,34NO.335W CARPORT STRUCTURE,0,30,DAYLIFF,SOLAR FAB
NSP-EC-F3-31,END CLAMP KT 31MM RM,3,30,DAYLIFF,SUPPORT ST
SPSTR-000030,36NO.335W SP FLAT ROOF GALVANIZED STRUCTURE,0,30,DAYLIFF,SOLAR FAB
GVST200-01B,200W (6-25NO) GALV.STEEL 1M GROUND MOUNT STRUCTURE/WATT,0,29,DAYLIFF,SOLAR FAB
GVST280-03C,280W (26-40NO) GALV.STEEL 3M GROUND MOUNT STRUCTURE/WATT,0,29,DAYLIFF,SOLAR FAB
GVST335-01A,335W/410W (2-5NO) GALV.STEEL 1M GROUND MOUNT STRUCTURE/WATT,0,27,DAYLIFF,SOLAR FAB
GVST335-03B,335W/410W (6-25NO) GALV.STEEL 3M GROUND MOUNT STRUCTURE/WATT,0,27,DAYLIFF,SOLAR FAB
GVST200-01C,200W (26-40NO) GALV.STEEL 1M GROUND MOUNT STRUCTURE/WATT,0,26,DAYLIFF,SOLAR FAB
GVST335-03C,335W/410W(26-40NO) GALV.STEEL 3M GROUND MOUNT STRUCTURE/WATT,0,25,DAYLIFF,SOLAR FAB
SPSTR-000046,8NO.125W SP FLAT ROOF GALVANIZED STRUCTURE,0,25,DAYLIFF,SOLAR FAB
SPSTR-000048,8NO. 550W CONTAINER MOUNT MILD STRUCTURE,0,25,DAYLIFF,SOLAR FAB
GVST545-01A,545W (2-5NO) GALV.STEEL 1M GROUND MOUNT STRUCTURE/WATT,0,24,DAYLIFF,SOLAR FAB
SPSTR-000027,9NO.200W SP FLAT ROOF GALVANIZED STRUCTURE,0,23,DAYLIFF,SOLAR FAB
SPSTR-000003,74NO. 535W -1M HIGH GALVANIZED GROUND MOUNT STRUCTURE,0,23,DAYLIFF,SOLAR FAB
SPSTR-000004,276NO. 540W -1M HIGH GALVANIZED GROUND MOUNT STRUCTURE,0,22,DAYLIFF,SOLAR FAB
GVST280-01B,280W (6-25NO) GALV.STEEL 1M GROUND MOUNT STRUCTURE/WATT,0,21,DAYLIFF,SOLAR FAB
SPSTR-000037,8NO. 545W SP FLAT ROOF GALVANIZED STRUCTURE,0,21,DAYLIFF,SOLAR FAB
ALST-RMT,GALV.STEEL TIN ROOF MOUNT STRUCTURE/WATT,0,20,DAYLIFF,SOLAR FAB
GVST545-03B,545W (6-25NO) GALV.STEEL 3M GROUND MOUNT STRUCTURE/WATT,0,20,DAYLIFF,SOLAR FAB
SPSTR-000012,36NO. 335W GALVANIZED GROUND MOUNT STRUCTURE ,0,20,DAYLIFF,SOLAR FAB
SPSTR-000023,8NO.280W SP FLAT ROOF GALVANIZED STRUCTURE,0,20,DAYLIFF,SOLAR FAB
SPSTR-000026,32NO.545W SP FLAT ROOF GALVANIZED STRUCTURE,0,20,DAYLIFF,SOLAR FAB
SPSTR-000028,3X14NO.545W GALV.STEEL GROUND MOUNT 1M SOLAR STRUCTURE,0,20,DAYLIFF,SOLAR FAB
SPSTR-000029,10No. 545W  FLAT ROOF GALVANIZED STRUCTURE,0,20,DAYLIFF,SOLAR FAB
SPSTR-000031,OFGEN 1M GALVANIZED STRUCTURE,0,20,DAYLIFF,SOLAR FAB
SPSTR-000038,12NO.545W SP FLAT ROOF GALVANIZED STRUCTURE,0,20,DAYLIFF,SOLAR FAB
SPSTR-000039,6NO.545W SP FLAT ROOF GALVANIZED STRUCTURE,0,20,DAYLIFF,SOLAR FAB
SPSTR-000042,2NO. 545W SP FLAT ROOF GALVANIZED STRUCTURE,0,20,DAYLIFF,SOLAR FAB
SPSTR-000049,6NO.410W SP FLAT ROOF GALVANIZED STRUCTURE,0,20,DAYLIFF,SOLAR FAB
SPSTR-000050,2NO.5500W SP FLAT ROOF GALVANIZED STRUCTURE,0,20,DAYLIFF,SOLAR FAB
SPSTR-000051,3NO.335W SP FLAT ROOF GALVANIZED STRUCTURE,0,20,DAYLIFF,SOLAR FAB
SPSTR-000055,48NO. 545W SP FLAT ROOF GALVANIZED STRUCTURE,0,20,DAYLIFF,SOLAR FAB
SPSTR-000056,8NO.350W SP FLAT ROOF GALVANIZED STRUCTURE,0,20,DAYLIFF,SOLAR FAB
SPSTR-000059,32NO.660W GALV.STEEL 3M GROUND MOUNT STRUCTURE,0,20,DAYLIFF,SOLAR FAB
SP-STRUCTURE,152NO.335W SP FLAT ROOF GALVANIZED STRUCTURE,0,20,DAYLIFF,SOLAR FAB
GVST280-00A,280W (2-5NO) GALV.STEEL ROOF MOUNT STRUCTURE/WATT ,1120,19,DAYLIFF,SOLAR FAB
GVST280-01C,280W (26-40NO) GALV.STEEL 1M GROUND MOUNT STRUCTURE/WATT,0,19,DAYLIFF,SOLAR FAB
GVST200-00B,200W (6-25NO) GALV.STEEL ROOF MOUNT STRUCTURE/WATT,0,18,DAYLIFF,SOLAR FAB
GVST335-01B,335W/410W (6-25NO) GALV.STEEL 1M GROUND MOUNT STRUCTURE/WATT,0,18,DAYLIFF,SOLAR FAB
GVST200-00C,200W (26-40NO) GALV.STEEL ROOF MOUNT STRUCTURE/WATT ,0,16,DAYLIFF,SOLAR FAB
GVST335-01C,335W/410W (26-40NO) GALV.STEEL 1M GROUND MOUNT STRUCTURE/WATT,0,16,DAYLIFF,SOLAR FAB
GVST545-01B,545W (6-25NO) GALV.STEEL 1M GROUND MOUNT STRUCTURE/WATT,0,16,DAYLIFF,SOLAR FAB
GVST545-03C,545W (26-40NO) GALV.STEEL 3M GROUND MOUNT STRUCTURE/WATT,0,16,DAYLIFF,SOLAR FAB
GVST335-00A,335W/410W (2-5NO) GALV.STEEL ROOF MOUNT STRUCTURE/WATT,670,15,DAYLIFF,SOLAR FAB
GVST545-01C,545W (26-40NO) GALV.STEEL 1M GROUND MOUNT STRUCTURE/WATT,0,15,DAYLIFF,SOLAR FAB
SPSTR-000017,26NO.400W SP FLAT ROOF GALVANIZED STRUCTURE,0,15,DAYLIFF,SOLAR FAB
SPSTR-000041,20NO.545W SP FLAT ROOF GALVANIZED STRUCTURE,0,15,DAYLIFF,SOLAR FAB
SPSTR-000054,285NO. 545W 1M GROUND MOUNT GALV. STEEL STRUCTURE OLONANA  ,0,15,DAYLIFF,SOLAR FAB
GVST545-00A,545W (2-5NO) GALV.STEEL ROOF MOUNT STRUCTURE/WATT ,0,13,DAYLIFF,SOLAR FAB
GVST280-00B,280W (6-25NO) GALV.STEEL ROOF MOUNT STRUCTURE/WATT,0,10,DAYLIFF,SOLAR FAB
GVST280-00C,280W (26-40NO) GALV.STEEL ROOF MOUNT STRUCTURE/WATT ,0,10,DAYLIFF,SOLAR FAB
GVST335-00B,335W/410W (6-25NO) GALV.STEEL ROOF MOUNT STRUCTURE/WATT,2460,10,DAYLIFF,SOLAR FAB
SPSTR-000024,8NO.335W SP FLAT ROOF GALVANIZED STRUCTURE,0,10,DAYLIFF,SOLAR FAB
GVST335-00C,335W/410W (26-40NO) GALV.STEEL ROOF MOUNT STRUCTURE/WATT ,0,9,DAYLIFF,SOLAR FAB
GVST545-00B,545W (6-25NO) GALV.STEEL ROOF MOUNT STRUCTURE/WATT,0,9,DAYLIFF,SOLAR FAB
GVST545-00C,545W (26-40NO) GALV.STEEL ROOF MOUNT STRUCTURE/WATT ,0,8,DAYLIFF,SOLAR FAB
SPSTR-000053,100NO. 550W FLAT ROOF GALVANIZED STRUCTURE -ONGIRA,0,7,DAYLIFF,SOLAR FAB
SPSTR-000001,GALV.STEEL TIN ROOF MOUNT STRUCTURE/WATT               ,0,5,DAYLIFF,SOLAR FAB
ASS000001000,TEMPERATURE SENSOR QUA/PMP/VENUS GX,2,1470,ZMISC.,ACCESSORY
BPP900200201,CCGX Wi-Fi MODULE LONG RANGE (GEMBIRD WNP-UA-002),1,3900,ZMISC.,ACCESSORY
DSD150/3,TEE 22MM x 22MM x 22MM,30,740,SUNRAIN,ACCESSORY
DSD150/8,ULTRASUN UFS150D SOLAR HOT WATER TANK,0,133000,SUNRAIN,ACCESSORY
ESI150/1,ON ROOF MOUNTING SET-1 COLLECTOR,8,6500,BURAL,ACCESSORY
ESI200/1,ON ROOF MOUNTING SET-2 COLLECTOR,4,18000,BURAL,ACCESSORY
PVSWITCH-DC/1,SURGE PROTECT PS150/PS200,1,1820,LORENTZ,ACCESSORY
PVSWITCH-DC/2,SURGE PROTECT PS600/PS1800,0,40500,LORENTZ,ACCESSORY
PVSWITCH-DC/4,SURGE PROTECT WELL PROBE/FLOATSWITCH,2,4100,LORENTZ,ACCESSORY
SA-02,S-CONNECTOR,21,1,SUNDAYA,ACCESSORY
SA-03,T-CONNECTOR,243,10,SUNDAYA,ACCESSORY
SA-05,DC SOCKET PLUG,1,1,SUNDAYA,ACCESSORY
SA-07,APOLLO LAMP BASE,2179,1,SUNDAYA,ACCESSORY
SA-13B,DCS CABLE 30Am,0,10,SUNDAYA,ACCESSORY
SA-16,HUB 1 CABLE,1,1,SUNDAYA,ACCESSORY
SA-5A,4 WAY SOCKET & D- PLUG,1,1,SUNDAYA,ACCESSORY
SC,EZINC SOLAR AC CONTROLLER,1,740,ZMISC.,ACCESSORY
SG-ARP,ANTI-REVERSE POWER CONTROLLER,5,47810,DAYLIFF,ACCESSORY
SG-WIFI,WIFI PLUG FOR SUNGRID,17,3900,DAYLIFF,ACCESSORY
SMART-POWER A,SMART-POWER 100A,1,36000,DAYLIFF,ACCESSORY
SMA-SB050/1,SMA POWER CONTROL MODULE SB5000/STP20000/STP25000,5,11610,SMA,ACCESSORY
SMA-SI/8,DC SURGE ARRESTER,1,11000,SMA,ACCESSORY
SBS-018/12,DAYLIFF 18AH 12V SEALED SOLAR BATTERY,0,6000,DAYLIFF,BATTERY
SBS-018/12A,DAYLIFF 18AH 12V SEALED SOLAR BATTERY KIT,0, -   ,DAYLIFF,BATTERY
SBS-035/12A,DAYLIFF 35AH 12V SEALED SOLAR BATTERY KIT,0,31000,DAYLIFF,BATTERY
SBS-1500/2,DAYLIFF 1500Ah 2V SEALED SOLAR BATTERY,0,84000,CHAMPION,BATTERY
OPC-SC05,OPTI SC-SM 5A 12VDC CHARGE CONTROLLER,60,2000,OPTI,CHARGE CON
OPC-SC80,OPTI SC-80A 12-48VDC MPPT CHARGE CONTROLLER,4,245000,OPTI,CHARGE CON
SCC-10,SUNDAYA APPLE 10A CHARGE CONTROLLER,3,6000,SUNDAYA,CHARGE CON
SCC-15,SUNDAYA APPLE 15A CHARGE CONTROLLER,2,7800,SUNDAYA,CHARGE CON
SCC-40B,STECA TAROM 4545 45A LCD 48VDC CHARGE CONTROLLER,2,92000,STECA,CHARGE CON
160G,160L GALVANIZED 500*800MM TANK,3,22300,ZMISC.,COMPONENT
320G,320L GALVANIZED 500*1600 TANK,2,45700,ZMISC.,COMPONENT
AG150/4,ELECTRIC HEAT ADAPTOR,0, -   ,BURAL,COMPONENT
FPS/3,THERMOSTAT,1,1000,SUNRAIN,COMPONENT
SC-1/2,WATER HEATING ELEMENT-240/415 12KW 3PH,1,2290,ZMISC.,COMPONENT
2088/1,SHURFLO LINEAR CURRENT BOOSTER,10,3,ZMISC.,DAYLIFF
2088/3,"SHURFLO STRAINER 2088, 8000",2,1,ZMISC.,DAYLIFF
FPC,SOLAR DC CONTROLLER,21,4000,ZMISC.,DAYLIFF
SH8000HP,SHURFLO 12V DC HIGH PRESSURE,0, -   ,ZMISC.,DAYLIFF
SH9325,SHURFLO 24V DC SUBMERSIBLE PUMP,1,41000,ZMISC.,DAYLIFF
SUNFLO-X 500H1.6,DAYLIFF SUNFLO-X 500H PUMP C/W CONTROLLER,0, -   ,ZMISC.,DAYLIFF
SV600-R-PG,SOLAR INVERTER PM600D C/W Water Level Switch,1,30000,ZMISC.,DAYLIFF
WIFI-F,GROWATT SHINE WIFI-F,138,12000,ZMISC.,DAYLIFF
3TSS/1,CONTROLLER SUNFLO B 120H,4,51000,DAYLIFF,DC CONTROL
CB055,PV DISCONNECT 5.5KW CONTROL BOX,1,48980,DAYLIFF,DC CONTROL
CB220,PV DISCONNECT 22KW CONTROL BOX,3,85000,DAYLIFF,DC CONTROL
LC015D,LORENTZ PS150 0.3kVA CONTROLLER,2,13460,LORENTZ,DC CONTROL
LC020D,LORENTZ PS200 0.3kVA CONTROLLER,0,26550,LORENTZ,DC CONTROL
LC060D,LORENTZ PS600 0.7kVA CONTROLLER,0,45000,LORENTZ,DC CONTROL
SP0600H/1,CONTROLLER SUNFLO-X 600H,3,26260,DAYLIFF,DC CONTROL
SP1200H/1,CONTROLLER SUNFLO-X 1200H,5,40000,DAYLIFF,DC CONTROL
SP1800C/1,CONTROLLER SUNFLO- X 1800C,2,36000,DAYLIFF,DC CONTROL
LP0150H,LORENTZ PU150HR-04S-3 PUMP,2,40270,LORENTZ,DC PUMP
LP0150H/1,LORENTZ PE150HR-04S-3 PUMP,2,24940,LORENTZ,DC PUMP
LP015C,LORENTZ PU150C-SJ5-8 SOLAR PUMP,1,29190,LORENTZ,DC PUMP
LP060CF,LORENTZ PU600CS-F3-7 DC SURFACE PUMP,0,233000,LORENTZ,DC PUMP
LP400C3,LORENTZ PU4000C-SJ3-32 SOLAR PUMP,1,82160,LORENTZ,DC PUMP
LP400CF,LORENTZ PU4000CS-F8-8 DC SURFACE PUMP,1,74110,LORENTZ,DC PUMP
PS4000SCJ3,LORENTZ PE4000 C-SJ3-32 PUMP END,1,19950,LORENTZ,DC PUMP
PS4000SCJ5,LORENTZ PE4000 C-SJ5-25 PUMP END,3,32200,LORENTZ,DC PUMP
LM003H,LORENTZ EC200-HR 0.3kVA MOTOR,1,32100,LORENTZ,DCMOTOR
LM006H,LORENTZ EC600-HR 0.6kVA MOTOR,0,45000,LORENTZ,DCMOTOR
LM012H,LORENTZ EC1200-HR 1.7kVA MOTOR,0,141000,LORENTZ,DCMOTOR
LM040C,LORENTZ EC4000-C 4kVA MOTOR,0,45000,LORENTZ,DCMOTOR
DSM3001M,"DAYLIFF 3"" 0.12kW 1PH DC SUB MOTOR",2,7670,DAYLIFF,DS MOTOR
DSM3005M,"DAYLIFF 3"" 0.5kW 1PH DC SUB MOTOR",0,13150,DAYLIFF,DS MOTOR
DSM4006D,DAYLIFF 0.6kW DC SUB MOTOR,2,26630,DAYLIFF,DS MOTOR
DSM4010M,"DAYLIFF 4"" 1kW 1PH DC SUB MOTOR",2,53000,DAYLIFF,DS MOTOR
DSM4011D,DAYLIFF 1.1kW DC SUB MOTOR,3,29500,DAYLIFF,DS MOTOR
DSM4015D,DAYLIFF 1.5kW DC SUB MOTOR,4,101000,DAYLIFF,DS MOTOR
DTU,DAYLIFF DTU DATA MONITOR,15,50,ELECTRICAL,ELEC SUNDR
160V,EZINC 160L VERTICAL SOLAR SYSTEM,0, -   ,ZMISC.,EZINC
ESD150/1,EZINC 150L TANKS -DEMO,0, -   ,ZMISC.,EZINC
02500TL-X,DAYLIFF GROWATT 2.5KW 1PH GRID-TIE INVERTER,5,115000,DAYLIFF,GROWATT
05000TL3-XE,DAYLIFF GROWATT 5KW 3PH GRID-TIE INVERTER,6,275000,DAYLIFF,GROWATT
7929,HOOK UP KIT C/W VACUUM VALVE DAYLIFF SOLAR PANEL,0, -   ,POOL,HEATING
7932,DAYLIFF POOL SOLAR PANEL CONTROL UNIT,1,48000,POOL,HEATING
OPI-SP060,OPTI SP6000 48VDC HYBRID INVERTER,2,188000,ZMISC.,INVERTER
OPI-SP20K,OPTI PREMIUM SP20K INVERTER CHARGER,1,505860,OPTI,INVERTER
OPI-SP30K,OPTI PREMIUM SP30K INVERTER CHARGER,1,635160,OPTI,INVERTER
OPI-SPE050,OPTI SP EFECTO 5000 48VDC HYBRID INVERTER,0,195000,OPTI,INVERTER
OPI-SPV060,OPTI SP6000 VITALITY GENERATION 2 INVERTER,0, -   ,ZMISC.,INVERTER
SMA-SB025,SUNNY BOY SB2.5VL 2.5kW INVERTER,1,37640,SMA,INVERTER
SMA-SI6M,SUNNY ISLAND MASTER SI6H-12 6kW BATTERY INVERTER,22,177350,SMA,INVERTER
SMA-SI8S,SUNNY ISLAND SLAVE SI8H-12 8kW BATTERY INVERTER,1,133110,SMA,INVERTER
SMA-ST050,SUNNY TRIPOWER STP5000TL INVERTER,2,96530,SMA,INVERTER
SMA-ST060,SUNNY TRIPOWER STP6000TL INVERTER,1,84130,SMA,INVERTER
SMA-ST12,SUNNY TRIPOWER STP12000TL INVERTER,0,259000,SMA,INVERTER
SUN2000-003KTL-M1,HUAWEI SUN2000 3KTL-M1 3KW 3PH SOLAR INVERTER,10,177000,HUAWEI,INVERTER
VM000,VICTRON MULTIPLUS DUMMY,5,1,VICTRON,INVERTER
VM008,"VICTRON MULTIPLUS 800VA, 12VDC INVERTER",1,80000,VICTRON,INVERTER
DMSL-9-3,DAYLIFF SUNLITE L10 HIGH PERFORMANCE SOLAR LANTERN,0,1,DAYLIFF,LIGHTING
DMSL-9-6,DAYLIFF SUNLITE L10M MULTIFUNCTION SOLAR LANTERN,0,2,DAYLIFF,LIGHTING
DOSL-21,DAYLIFF SUNLITE L5 SOLAR LANTERN,0,500,DAYLIFF,LIGHTING
DSEK-20F,DAYLIFF SUNSYSTEM 3 SOLAR ENERGY KIT,0,2500,DAYLIFF,LIGHTING
DSEK-9-2,DAYLIFF SUNSYSTEM 1 SOLAR ENERGY KIT,0,1200,DAYLIFF,LIGHTING
DSEK-9-4,DAYLIFF SUNSYSTEM 2 SOLAR ENERGY KIT,2,1500,DAYLIFF,LIGHTING
DSRL-3,DAYLIFF SUNLITE T5 TABLE LIGHT,0,400,DAYLIFF,LIGHTING
DSSML-3,DAYLIFF SUNLITE S30 SOLAR MOTION LIGHT,2,280,DAYLIFF,LIGHTING
MO-120,MOBIYA TS 120S SOLAR LIGHT,0,360,DAYLIFF,LIGHTING
ND-40,NANDE 40W SOLAR STREET LIGHT,2,9500,DAYLIFF,LIGHTING
ND-40/1,NANDE 40W CHARGE CONTROLLER,7,3000,DAYLIFF,LIGHTING
ND-60,NANDE 60W SOLAR STREET LIGHT,22,20000,DAYLIFF,LIGHTING
NDI-10/1,BATTERY NDI 10,0,500,DAYLIFF,LIGHTING
NDI-10/2,PCB BOARD NDI 10,12,10,DAYLIFF,LIGHTING
NDI-20/1,BATTERY NDI 20,0,1000,DAYLIFF,LIGHTING
NDI-20/2,PCB BOARD NDI 20,9,10,DAYLIFF,LIGHTING
NDI-40/2,BATTERY 40W SOLAR STREET LIGHTS,7,1320,DAYLIFF,LIGHTING
NDI-60/2,BATTERY 60W SOLAR STREET LIGHTS,7,2200,DAYLIFF,LIGHTING
SL-01A/2,BALLAST DC-6W,0,10,SUNDAYA,LIGHTING
SL-01B,A-LIGHT 10W,0,1,SUNDAYA,LIGHTING
SL-01B/1,A-LIGHT TUBE 10W,81,1,SUNDAYA,LIGHTING
SL-10,ULITE 3W,0,60,SUNDAYA,LIGHTING
SL-11,SUNDAYA 2 ULITIUM 200 LIGHTING KIT,0,1,SUNDAYA,LIGHTING
SL-3/1,BALLAST DC-10W,156,1,SUNDAYA,LIGHTING
SM-8A,DAYLIFF 5W LED SOLAR LIGHT,0,20,DAYLIFF,LIGHTING
06-000510,PS600 CS-3-1 CONTROLLER,0, -   ,ZMISC.,LORENTZ
10-005221,LORENTZ PU9K C-SJ8-44 6'' 7.5KW PUMP,0, -   ,ZMISC.,LORENTZ
10-010420,LORENTZ PU25K2 C-SJ30-22 D PUMP UNIT,0, -   ,ZMISC.,LORENTZ
14-008430,LORENTZ PE4000 C-SJ8-15 PUMP,5,154540,ZMISC.,LORENTZ
19-000124,LORENTZ 440-40-6 PV DISCONNECT,1,13440,ZMISC.,LORENTZ
19-000220,"FLOW SLEEVE KIT 4"" HR PUMP",1,540,ZMISC.,LORENTZ
